Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML
1851,,Non renseigné,Après l'article 14,Première délibération,Froger Martine,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1851,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001851.xml
1906,,Non renseigné,Article 14,Première délibération,Meurin Pierre,"  Mme Bamana, M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1906,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001906.xml
1931,,Non renseigné,Après l'article 14,Première délibération,Taupiac David,"  Mme Abadie-Amiel, M. Bataille, M. Bodart, M. Bruneau, M. Castellani, M. Colombani, M. de Courson, Mme de Pélichy, M. Favennec-Bécot, M. Habib, M. Huwart, M. Lenormand, Mme Létard, M. Mathiasin, M. Mazaury, M. Molac, M. Naegelen, Mme Sanquer, M. Serva, M. Viry, M. Warsmann et Mme Youssouffa",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1931,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001931.xml
1958,,Non renseigné,Article 14,Première délibération,Meurin Pierre,"  M. Ballard, M. Allisio, M. Amblard, Mme Auzanot, Mme Bamana, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1958,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001958.xml
2006,,Non renseigné,Article 14,Première délibération,Cazeneuve Jean-René,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2006,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002006.xml
2014,,Non renseigné,Article 14,Première délibération,Meunier Manon,"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, M. Arnault, Mme Belouassa-Cherifi, Mme Bentorki, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Cadalen, M. Caron, M. Carrière, Mme Cathala, M. Cernon, Mme Chikirou, M. Clouet, M. Coquerel, M. Coulomme, M. Delogu, M. Diouara, Mme Dufour, Mme Erodi, Mme Feld, M. Fernandes, Mme Ferrer, M. Gaillard, Mme Guetté, Mme Hamdane, Mme Hignet, M. Kerbrat, M. Lachaud, M. Lahmar, M. Laisney, M. Le Coq, M. Le Gall, Mme Leboucher, M. Legavre, Mme Legrain, Mme Lejeune, Mme Lepvraud, M. Léaument, Mme Élisa Martin, M. Maudet, Mme Maximi, Mme Mesmeur, M. Nilor, Mme Nosbé, Mme Obono, Mme Oziol, Mme Panot, M. Pilato, M. Piquemal, M. Portes, M. Prud'homme, M. Ratenon, M. Saint-Martin, M. Saintoul, Mme Soudais, Mme Stambach-Terrenoir, M. Aurélien Taché, Mme Taurinya, M. Tavel, Mme Trouvé et M. Vannier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2014,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002014.xml
2023,,Non renseigné,Après l'article 14,Première délibération,Descoeur Vincent,"  M. Wauquiez, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, M. Bony, Mme Bonnivard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, Mme Chazé, M. Cordier, Mme Corneloup, Mme Dalloz, Mme de Maistre, M. Dive, Mme Duby-Muller, M. Duparay, Mme Fruchon, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Juvin, M. Le Fur, M. Liger, M. Liégeon, Mme Martin (Alpes-Maritimes), Mme Frédérique Meunier, Mme Minard, M. Neuder, M. Pauget, M. Portier, M. Ray, Mme Rey-Rinchet, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot, M. Tryzna et M. Vermorel-Marques",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2023,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002023.xml
2032,,Non renseigné,Article 14,Première délibération,Gouvernement,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2032,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002032.xml
2045,,Non renseigné,Après l'article 14,Première délibération,Pic Anna,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2045,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002045.xml
2087,,Non renseigné,Article 14,Première délibération,Bonnivard Émilie,"  M. Wauquiez, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, Mme Chazé, M. Cordier, Mme Corneloup, Mme Dalloz, Mme de Maistre, M. Descoeur, M. Dive, Mme Duby-Muller, M. Duparay, M. End, Mme Fruchon, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Juvin, M. Le Fur, M. Liger, M. Liégeon, Mme Martin (Alpes-Maritimes), Mme Frédérique Meunier, Mme Minard, M. Neuder, M. Pauget, M. Portier, M. Ray, Mme Rey-Rinchet, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot, M. Tryzna, M. Vermorel-Marques et M. Jean-Pierre Vigier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2087,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002087.xml
2089,,Non renseigné,Après l'article 14,Première délibération,Descoeur Vincent,"  M. Wauquiez, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, Mme Chazé, M. Cordier, Mme Corneloup, Mme Dalloz, Mme de Maistre, M. Dive, Mme Duby-Muller, M. Duparay, M. End, Mme Fruchon, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Juvin, M. Le Fur, M. Liger, M. Liégeon, Mme Martin (Alpes-Maritimes), Mme Frédérique Meunier, Mme Minard, M. Neuder, M. Pauget, M. Portier, M. Ray, Mme Rey-Rinchet, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot, M. Tryzna, M. Vermorel-Marques et M. Jean-Pierre Vigier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2089,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002089.xml
2091,,Non renseigné,Article 14,Première délibération,Violland Anne-Cécile,"  M. Alfandari, M. Albertini, Mme Bellamy, M. Berrios, M. Blanchard, M. Bouyx, M. Brard, Mme Colin-Oesterlé, M. Criaud, M. Fait, Mme Firmin Le Bodo, M. Gernigon, Mme Gérard, M. Henriet, M. Jolivet, M. Kervran, M. Lam, M. Lemaire, Mme Ludmann, Mme Lise Magnier, M. Marle, Mme Parmentier-Lecocq, M. Patrier-Leitus, Mme Piron, M. Plassard, M. Portarrieu, Mme Poussier-Winsback, Mme Rauch, Mme Saint-Paul, M. Thiébaut, M. Valletoux, M. Marcangeli et M. Benoit",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2091,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002091.xml
2092,,Non renseigné,Article 14,Première délibération,Violland Anne-Cécile,"  M. Albertini, M. Alfandari, Mme Bellamy, M. Benoit, M. Berrios, M. Blanchard, M. Bouyx, M. Brard, Mme Colin-Oesterlé, M. Criaud, M. Fait, Mme Firmin Le Bodo, M. Gernigon, Mme Gérard, M. Henriet, M. Jolivet, M. Kervran, M. Lam, M. Lemaire, Mme Ludmann, Mme Lise Magnier, M. Marle, Mme Parmentier-Lecocq, M. Patrier-Leitus, Mme Piron, M. Plassard, M. Portarrieu, Mme Poussier-Winsback, Mme Rauch, M. Roseren, Mme Saint-Paul, M. Thiébaut, M. Valletoux et M. Marcangeli",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2092,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002092.xml
2093,,Non renseigné,Après l'article 14,Première délibération,Descoeur Vincent,"  M. Wauquiez, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, Mme Bonnivard, M. Bony, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, Mme Chazé, M. Cordier, Mme Corneloup, Mme Dalloz, Mme de Maistre, M. Dive, Mme Duby-Muller, M. Duparay, Mme Fruchon, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Juvin, M. Le Fur, M. Liger, M. Liégeon, Mme Martin (Alpes-Maritimes), Mme Frédérique Meunier, Mme Minard, M. Neuder, M. Pauget, M. Portier, M. Ray, Mme Rey-Rinchet, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot, M. Tryzna, M. Vermorel-Marques et M. Jean-Pierre Vigier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2093,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002093.xml
2102,,Non renseigné,Article 14,Première délibération,Descoeur Vincent,"  M. Wauquiez, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, Mme Chazé, M. Cordier, Mme Corneloup, Mme Dalloz, Mme de Maistre, M. Dive, Mme Duby-Muller, M. Duparay, M. End, Mme Fruchon, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Juvin, M. Le Fur, M. Liger, M. Liégeon, Mme Martin (Alpes-Maritimes), Mme Frédérique Meunier, Mme Minard, M. Neuder, M. Pauget, M. Portier, M. Ray, Mme Rey-Rinchet, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot, M. Tryzna, M. Vermorel-Marques et M. Jean-Pierre Vigier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2102,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002102.xml
2116,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2116,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002116.xml
2129,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2129,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002129.xml
2130,,Non renseigné,Article 14,Première délibération,Pantel Sophie,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2130,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002130.xml
2142,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2142,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002142.xml
2157,,Non renseigné,Après l'article 14,Première délibération,Gernigon François,  M. Benoit et M. Thiébaut,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2157,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002157.xml
2173,,Non renseigné,Après l'article 14,Première délibération,Cosson Mickaël,"  M. Balanant, Mme Bannier, Mme Bergantz, M. Blanchet, Mme Brocard, M. Croizier, Mme Darrieussecq, M. Daubié, M. Fesneau, M. Fuchs, Mme Gervais, Mme Perrine Goulet, M. Grelier, Mme Guillerm, M. Gumbs, M. Isaac-Sibille, Mme Josso, M. Latombe, M. Lecamp, Mme Lingemann, M. Mandon, M. Martineau, M. Mattei, Mme Maussion, Mme Mette, Mme Morel, M. Ott, M. Padey, M. Pahun, M. Frédéric Petit, Mme Maud Petit, Mme Poueyto, M. Ramos, Mme Thillaye, M. Turquois et M. Philippe Vigier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2173,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002173.xml
219,,Non renseigné,Après l'article 14,Première délibération,Vos Frédéric-Pierre,"  M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, Mme Bamana, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Meurin, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/219,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000219.xml
2255,,Non renseigné,Article 14,Première délibération,Meurin Pierre,"  M. Ballard, M. Allisio, M. Amblard, Mme Auzanot, Mme Bamana, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2255,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002255.xml
2257,,Non renseigné,Article 14,Première délibération,Thiébaut Vincent,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2257,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002257.xml
2278,,Non renseigné,Après l'article 14,Première délibération,Meurin Pierre,"  M. Beaurain, M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, Mme Bamana, M. Baubry, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2278,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002278.xml
