Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML,Sort,Dispositif,Exposé sommaire
1375,,Non renseigné,Après l'article 14,Première délibération,de Courson Charles,"  M. Castellani, M. Lenormand, M. Mazaury, Mme Sanquer et M. Taupiac",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1375,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001375.xml,Non renseigné,"Après l’article L. 423‑3 du code de l’environnement, il est inséré un article L. 423‑3‑1 ainsi rédigé :« Art. L. 423‑3‑1. – Pour le besoin de la défense des troupeaux contre les attaques de loups, les lieutenants de louveterie, les éleveurs exploitant à titre individuel ou sous forme sociétaire, groupements pastoraux, propriétaires publics ou privés d’une exploitation agricole d’élevage mettant en valeur des surfaces pâturées, ainsi que leurs mandataires titulaires du permis de chasse et ayant suivi une formation, participant aux opérations de tirs létaux et de captures des loups prévues par la loi, sont habilités à utiliser des appareils monoculaires ou binoculaires thermiques, y compris des appareils qui peuvent être mis en œuvre sans l’aide des mains dont les monoculaires équipés d’un adaptateur leur permettant d’être fixés sur une lunette de tir. »","Cet amendement vise à autoriser les éleveurs et leurs mandataires titulaires d’un permis de chasse à utiliser des lunettes de tir à visée thermique, utilisables sans les mains grâce à un système de fixation sur l’arme. Cette proposition tend à renforcer la sécurité et la fiabilité des opérations de tirs.Il a été réalisé avec le concours de la FNSEA. "
1750,,Non renseigné,Après l'article 14,Première délibération,Warsmann Jean-Luc,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1750,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001750.xml,Non renseigné,"Après l’article L. 423‑3 du code de l’environnement, il est inséré un article L. 423‑3‑1 ainsi rédigé :« Art. L. 423‑3‑1. – Pour le besoin de la défense des troupeaux contre les attaques de loups, les lieutenants de louveterie, les éleveurs exploitant à titre individuel ou sous forme sociétaire, groupements pastoraux, propriétaires publics ou privés d’une exploitation agricole d’élevage mettant en valeur des surfaces pâturées, ainsi que leurs mandataires titulaires du permis de chasse et ayant suivi une formation, participant aux opérations de tirs létaux et de captures des loups prévues par la loi, sont habilités à utiliser des appareils monoculaires ou binoculaires thermiques, y compris des appareils qui peuvent être mis en œuvre sans l’aide des mains dont les monoculaires équipés d’un adaptateur leur permettant d’être fixés sur une lunette de tir. »","Cet amendement vise à autoriser les éleveurs et leurs mandataires titulaires d’un permis de chasse à utiliser des lunettes de tir à visée thermique, utilisables sans les mains grâce à un système de fixation sur l’arme. Cette proposition tend à renforcer la sécurité et la fiabilité des opérations de tirs.Cet amendement a été travaillé avec la FNSEA."
663,,Non renseigné,Après l'article 14,Première délibération,Cormier-Bouligeon François,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/663,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000663.xml,Non renseigné,"Après l’article L. 423‑3 du code de l’environnement, il est inséré un article L. 423‑3‑1 ainsi rédigé :« Art. L. 423‑3‑1. – Pour le besoin de la défense des troupeaux contre les attaques de loups, les lieutenants de louveterie, les éleveurs exploitant à titre individuel ou sous forme sociétaire, groupements pastoraux, propriétaires publics ou privés d’une exploitation agricole d’élevage mettant en valeur des surfaces pâturées, ainsi que leurs mandataires titulaires du permis de chasse et ayant suivi une formation, participant aux opérations de tirs létaux et de captures des loups prévues par la loi, sont habilités à utiliser des appareils monoculaires ou binoculaires thermiques, y compris des appareils qui peuvent être mis en œuvre sans l’aide des mains dont les monoculaires équipés d’un adaptateur leur permettant d’être fixés sur une lunette de tir. »","La protection des troupeaux face à la prédation nécessite des outils adaptés et performants.Le présent amendement vise à autoriser les éleveurs et leurs mandataires titulaires d’un permis de chasse à utiliser des lunettes de tir à visée thermique, fixées directement sur l’arme pour une utilisation sans les mains.Cette mesure a pour objectif de renforcer la sécurité et la fiabilité des opérations de tirs, dans le respect des règles de chasse et de protection des espèces.Amendement travaillé avec les Jeunes Agriculteurs Centre-Val de Loire et la FNSEA"
729,,Non renseigné,Après l'article 14,Première délibération,Kervran Loïc,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/729,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000729.xml,Non renseigné,"Après l’article L. 423‑3 du code de l’environnement, il est inséré un article L. 423‑3‑1 ainsi rédigé :« Art. L. 423‑3‑1. – Pour le besoin de la défense des troupeaux contre les attaques de loups, les lieutenants de louveterie, les éleveurs exploitant à titre individuel ou sous forme sociétaire, groupements pastoraux, propriétaires publics ou privés d’une exploitation agricole d’élevage mettant en valeur des surfaces pâturées, ainsi que leurs mandataires titulaires du permis de chasse et ayant suivi une formation, participant aux opérations de tirs létaux et de captures des loups prévues par la loi, sont habilités à utiliser des appareils monoculaires ou binoculaires thermiques, y compris des appareils qui peuvent être mis en œuvre sans l’aide des mains dont les monoculaires équipés d’un adaptateur leur permettant d’être fixés sur une lunette de tir. »","Cet amendement vise à autoriser les éleveurs et leurs mandataires titulaires d’un permis de chasse à utiliser des lunettes de tir à visée thermique, utilisables sans les mains grâce à un système de fixation sur l’arme. Cette proposition tend à renforcer la sécurité et la fiabilité des opérations de tirs.Cet amendement a été travaillé avec la Fédération Nationale des Syndicats d’Exploitants Agricoles Après le seizième alinéa, insérer deux alinéas rédigés comme suit :« Après l’article L. 423‑3, il est inséré un article L. 423‑3‑1 ainsi rédigé :« Art. L. 423‑3‑1. – Pour le besoin de la défense des troupeaux contre les attaques de loups, les lieutenants de louveterie, les éleveurs exploitant à titre individuel ou sous forme sociétaire, groupements pastoraux, propriétaires publics ou privés d'une exploitation agricole d'élevage mettant en valeur des surfaces pâturées, ainsi que leurs mandataires titulaires du permis de chasse et ayant suivi une formation, participant aux opérations de tirs létaux et de captures des loups prévues par la loi, sont habilités à utiliser des appareils monoculaires ou binoculaires thermiques, y compris des appareils qui peuvent être mis en œuvre sans l’aide des mains dont les monoculaires équipés d’un adaptateur leur permettant d'être fixés sur une lunette de tir. » »"
2089,,Non renseigné,Après l'article 14,Première délibération,Descoeur Vincent,"  M. Wauquiez, M. Barnier, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Sylvie Bonnet, Mme Bonnivard, M. Bony, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Ceccoli, Mme Chazé, M. Cordier, Mme Corneloup, Mme Dalloz, Mme de Maistre, M. Dive, Mme Duby-Muller, M. Duparay, M. Gosselin, Mme Gruet, M. Herbillon, M. Hetzel, M. Juvin, M. Le Fur, M. Liger, M. Liégeon, Mme Martin (Alpes-Maritimes), Mme Frédérique Meunier, Mme Minard, M. Neuder, M. Pauget, M. Portier, M. Ray, Mme Rey-Rinchet, M. Rolland, Mme Tabarot, M. Taite, M. Thiériot, M. Tryzna, M. Vermorel-Marques et M. Jean-Pierre Vigier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/2089,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N002089.xml,Non renseigné,"Après l’article L. 427‑2 du code de l'environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427‑2‑1. – Sur demande des éleveurs, les lieutenants de louveterie se déplacent dans les meilleurs délais, sans formalités et sans conditions préalables sur les exploitations agricoles victimes ou menacées par la prédation du loup.« À des fins de défense des troupeaux contre les attaques de loups, les lieutenants de louveterie sont habilités à utiliser des appareils monoculaires ou binoculaires thermiques, y compris des appareils qui peuvent être mis en œuvre sans l’aide des mains dont les monoculaires équipés d’un adaptateur leur permettant d’être fixés sur une lunette de tir. »","Le présent amendement du groupe Droite Républicaine vise à rendre l’intervention des lieutenants de louveterie plus rapide et efficace pour soutenir les exploitations face aux loups, en supprimant les conditions préalables à leur intervention et en autorisant l’usage de la détection thermique.Il correspond à des dispositions de la proposition de loi portée par le député Jean-Luc Warsmann, visant à protéger les animaux élevés par nos agriculteurs de la prédation du loup."
1306,,Non renseigné,Après l'article 14,Première délibération,Pantel Sophie,"  M. Rousset, Mme Froger, M. Fesneau, M. Peu, M. Vallaud, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry et M. Vuibert",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1306,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001306.xml,Non renseigné,"Après l’article L. 427‑2‑4 du code de l’environnement, dans sa rédaction résultant de la présente loi, il est inséré un article L. 427‑2‑5 ainsi rédigé :« Art. L. 427-2-5. – L’État organise, dans le cadre de ses moyens, les conditions d’accompagnement des missions exercées par les lieutenants de louveterie.« Cet accompagnement peut donner lieu, chaque année, à l’attribution de moyens ou de dotations appréciés au niveau territorial.« Les modalités d’application du présent article sont fixées par voie réglementaire. »","Le présent amendement vise à inscrire dans le code de l’environnement un cadre permettant à l’État d’accompagner, dans la limite de ses moyens, l’exercice des missions confiées aux lieutenants de louveterie.Les lieutenants de louveterie exercent, à titre bénévole, des missions concourant à la mise en œuvre des politiques publiques relatives à la gestion de la faune sauvage et à la prévention des dommages. L’exercice de ces missions implique toutefois la mobilisation de matériels et d’équipements adaptés, dont les besoins peuvent varier selon les territoires et les situations locales.Dans ce contexte, le présent dispositif a pour objet de permettre l’attribution de moyens ou de dotations appréciés au niveau territorial, afin de favoriser une organisation plus homogène et plus lisible de l’accompagnement apporté par l’État. Cette faculté pourra notamment s’appuyer sur des structures associatives départementales lorsque cela apparaît pertinent au regard des besoins locaux et des modalités d’organisation retenues par les services de l’État.Le dispositif proposé préserve pleinement le caractère bénévole des fonctions exercées par les lieutenants de louveterie. Il vise uniquement à donner à l’État un cadre lui permettant d’adapter son soutien matériel aux réalités territoriales, dans une logique de bonne administration et de continuité des missions exercées sur le terrain.Les modalités d’application de ce dispositif relèveront du pouvoir réglementaire."
857,,Non renseigné,Après l'article 14,Première délibération,Gouvernement,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/857,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000857.xml,Non renseigné,"Après l’article L. 427‑2‑4 du code de l’environnement, dans sa rédaction résultant de la présente loi, il est inséré un article L. 427‑2‑5 ainsi rédigé :« Art. L. 427-2-5. – L’État organise, dans le cadre de ses moyens, les conditions d’accompagnement des missions exercées par les lieutenants de louveterie.« Cet accompagnement peut donner lieu, chaque année, à l’attribution de moyens ou de dotations appréciés au niveau territorial.« Les modalités d’application du présent article sont fixées par voie réglementaire. »","Le présent amendement vise à inscrire dans le code de l’environnement un cadre permettant à l’État d’accompagner, dans la limite de ses moyens, l’exercice des missions confiées aux lieutenants de louveterie.Les lieutenants de louveterie exercent, à titre bénévole, des missions concourant à la mise en œuvre des politiques publiques relatives à la gestion de la faune sauvage et à la prévention des dommages. L’exercice de ces missions implique toutefois la mobilisation de matériels et d’équipements adaptés, dont les besoins peuvent varier selon les territoires et les situations locales.Dans ce contexte, le présent dispositif a pour objet de permettre l’attribution de moyens ou de dotations appréciés au niveau territorial, afin de favoriser une organisation plus homogène et plus lisible de l’accompagnement apporté par l’État. Cette faculté pourra notamment s’appuyer sur des structures associatives départementales lorsque cela apparaît pertinent au regard des besoins locaux et des modalités d’organisation retenues par les services de l’État.Le dispositif proposé préserve pleinement le caractère bénévole des fonctions exercées par les lieutenants de louveterie. Il vise uniquement à donner à l’État un cadre lui permettant d’adapter son soutien matériel aux réalités territoriales, dans une logique de bonne administration et de continuité des missions exercées sur le terrain.Les modalités d’application de ce dispositif relèveront du pouvoir réglementaire."
1252,,Non renseigné,Après l'article 14,Première délibération,Cordier Pierre,"  Mme Sylvie Bonnet, Mme Bazin-Malgras, M. Ray, Mme Corneloup, M. Taite, M. Fabrice Brun et M. Descoeur",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/1252,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N001252.xml,Non renseigné,"Après l’article L. 427‑6 du code de l’environnement, il est inséré un article L. 427‑6‑1 ainsi rédigé :« Art. L. 427‑6‑1. – Dans les départements où la présence du loup (Canis lupus) risque d’engendrer des dommages importants aux activités d’élevage, le représentant de l’État dans le département peut autoriser les sociétés de chasse locales, les associations communales ou intercommunales de chasse agréées à organiser des battues de prélèvement ou de défense. Ces battues sont organisées en lien avec l’Office français de la biodiversité et avec le lieutenant de louveterie. La fédération départementale des chasseurs assure la formation des chasseurs participants et la coordination logistique des opérations. »","La prédation du loup sur les troupeaux domestiques ne cesse de croître, entraînant une détresse économique et psychologique majeure des éleveurs, en particulier dans les Ardennes. Les chasseurs, grâce à leur parfaite connaissance de la faune locale et des territoires, constituent un réseau de bénévoles formés, immédiatement mobilisables.Le présent amendement vise par conséquent à simplifier et à territorialiser la gestion des opérations de prélèvement du loup en permettant aux sociétés de chasse locales d'organiser des battues. En associant la légitimité territoriale des chasseurs, l'expertise d'encadrement des fédérations départementales et l'autorité du lieutenant de louveterie et de l'Office français de la biodiversité (OFB), cet amendement garantit une régulation efficace, transparente et respectueuse du cadre réglementaire global."
CD32,,Tombé,Article 14,Première délibération,Descoeur Vincent,"  M. Bony, M. Ray, M. Cordier, M. Brigand, M. Rolland, M. Fabrice Brun et M. Jean-Pierre Vigier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD32,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000032.xml,Tombé,"Après le mot : « compte », rédiger ainsi la fin de l’alinéa 5 : « du seuil de viabilité de l’espèce définit par le plan national d’actions sur le loup conformément aux articles L. 411‑1, L. 411‑2 et L. 411‑3 du code de l’environnement. »",Le présent amendement vise à inscrire dans la loi la prise en compte du seuil de viabilité de l’espèce défini par le Plan National d’Actions sur le loup (PNA) dans le calcul du nombre de spécimens pouvant être prélevés annuellement.
CD75,,Tombé,Article 14,Première délibération,Bonnivard Émilie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD75,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000075.xml,Tombé,"Après le mot : « compte », rédiger ainsi la fin de l’alinéa 5 : « du seuil de viabilité de l’espèce définit par le plan national d’actions sur le loup conformément aux articles L. 411‑1, L. 411‑2 et L. 411‑3 du code de l’environnement. »",Le présent amendement vise à inscrire dans la loi la prise en compte du seuil de viabilité de l’espèce définit par le Plan National d’Actions sur le loup (PNA) dans le calcul du nombre de spécimens pouvant être prélevé annuellement.
CD176,,Tombé,Article 14,Première délibération,Brun Fabrice,"  M. Ray, M. Brigand, M. Cordier, Mme Sylvie Bonnet, M. Portier, Mme Corneloup et Mme Duby-Muller",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD176,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000176.xml,Tombé,"Après le mot :« compte »rédiger ainsi la fin de l’alinéa 5 :« du seuil de viabilité de l’espèce définit par le plan national d’actions sur le loup en application des articles L. 411‑1, L. 411‑2 et L. 411‑3 du code de l’environnement. »",Le présent amendement vise à inscrire dans la loi la prise en compte du seuil de viabilité de l’espèce définit par le Plan National d’Actions sur le loup (PNA) dans le calcul du nombre de spécimens pouvant être prélevé annuellement. Cet amendement a été co-construit en lien avec l'ANEM. 
CD271,,Tombé,Article 14,Première délibération,Vigier Jean-Pierre,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD271,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000271.xml,Tombé,"Après le mot :« compte »rédiger ainsi la fin de l’alinéa 5 :« du seuil de viabilité de l’espèce définit par le plan national d’actions sur le loup en application des articles L. 411‑1, L. 411‑2 et L. 411‑3 du code de l’environnement. »",Le présent amendement vise à inscrire dans la loi la prise en compte du seuil de viabilité de l’espèce définit par le Plan National d’Actions sur le loup (PNA) dans le calcul du nombre de spécimens pouvant être prélevé annuellement
CD281,,Rejeté,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD281,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000281.xml,Rejeté,"Après les mots :« s’apprécie »,rédiger ainsi la fin de l’alinéa 6 :« au niveau local en accord avec la directive « Habitats, Faune, Flore » de l’Union européenne 92/43/CEE du 21 mai 1992. »","L’affirmation que l'évaluation de l'incidence des mesures de gestion sur l'état de conservation du loup s'apprécie en principe au niveau national est contraire à la directive “Habitats, Faune, Flore” et aux jurisprudences européennes. L’évaluation de l'état de conservation doit se faire dans le cadre de l’aire de répartition, y compris locale, de l’espèce. Ainsi, il faut différencier les différentes zones biogéographiques utilisées par l’espèce (Alpes, Massif central, etc.) et distinguer l’état de conservation dans chacun de ces territoires. "
CD260,,Rejeté,Après l'article 14,Première délibération,Blairy Emmanuel,"  Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD260,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000260.xml,Rejeté,"Au 1° du I de l’article L. 131‑9 du code de l’environnement, après le mot : « République, », est inséré le mot : « prioritairement ».","La police de la chasse constitue une compétence historique, centrale et prioritaire de l’Office français de la biodiversité (OFB), héritée directement de l’ancien Office national de la chasse et de la faune sauvage. Elle s’inscrit au cœur des missions régaliennes de l’État en matière de gestion de la faune sauvage et d’équilibre des territoires ruraux.L’exercice du métier d’agriculteur est durablement affecté par les dégâts causés par le gibier et les animaux sauvages, lesquels constituent une contrainte structurelle reconnue. La régulation de ces espèces, indispensable à la protection des exploitations agricoles, repose sur l’intervention de chasseurs, encadrée par un dispositif de contrôle efficace. Or, il ne peut y avoir de chasse sans une police de la chasse pleinement opérationnelle. Aujourd’hui, une part significative de cette mission est assurée par des acteurs – notamment les fédérations départementales de chasse et les gardes particuliers – qui ne disposent pas de l’ensemble des qualités judiciaires nécessaires à l’exercice complet de la police de la chasse. Cette situation fragilise la sécurité juridique descontrôles et affaiblit l’effectivité de l’action publique. Un rapport sénatorial publié en 2024 a par ailleurs mis en évidence le recul préoccupant de l’implication de l’OFB dans ses missions de police de la chasse, pourtant constitutives de son identité et de sa légitimité. Ce constat appelle une clarification et une réaffirmation législative du rôle prioritaire de l’OFB dans ce domaine. Le présent amendement s’inscrit dans le prolongement des travaux de la mission parlementaire de la commission du développement durable et de l’aménagement du territoire sur la conciliation des usages de la nature et de la protection de la biodiversité, remise à ladite commission en mars 2025. Il en reprend directement la proposition n° 8, qui recommande de déployer davantage le travail de l’Office français de la biodiversité vers des missions de police de la chasse."
476,,Non renseigné,Après l'article 14,Première délibération,Blairy Emmanuel,"  M. Allisio, M. Amblard, Mme Auzanot, M. Ballard, Mme Bamana, M. Baubry, M. Beaurain, M. Bentz, M. Bernhardt, M. Bigot, M. Bilde, Mme Blanc, M. Boccaletti, M. Boulogne, Mme Bouquin, M. Bovet, M. Buisson, M. Casterman, M. Chaumeil, M. Chenu, M. Chudeau, M. Clavet, Mme Colombier, Mme Da Conceicao Carvalho, M. de Fleurian, M. de Lépinau, Mme Dellong Meng, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, M. Dufosset, M. Dussausaye, M. Dutremble, M. Evrard, M. Falcon, M. Florquin, M. Fouquart, M. Frappé, M. Gabarron, Mme Galzy, M. Gery, M. Giletti, M. Gillet, M. Christian Girard, M. Golliot, M. Gonzalez, Mme Florence Goulet, Mme Grangier, Mme Griseti, M. Guibert, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Humbert, M. Jacobelli, M. Jenft, M. Jolly, Mme Joncour, M. Jordan, Mme Josserand, Mme Joubert, Mme Laporte, Mme Lavalette, M. Le Bourgeois, Mme Le Pen, Mme Lechanteux, Mme Lechon, Mme Lelouis, Mme Levavasseur, M. Limongi, M. Lioret, Mme Loir, Mme Lorho, M. Lottiaux, M. Loubet, M. David Magnier, Mme Marais-Beuil, M. Marchio, M. Markowsky, M. Patrice Martin, Mme Martinez, M. Mauvieux, M. Meizonnet, M. Meurin, M. Monnier, M. Muller, Mme Mélin, Mme Ménaché, M. Ménagé, M. Odoul, Mme Parmentier, M. Perez, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, M. Renault, Mme Rimbert, M. Rivière, Mme Robert-Dehault, Mme Roullaud, Mme Roy, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, Mme Sicard, M. Emmanuel Taché, M. Jean-Philippe Tanguy, M. Taverne, M. Tesson, M. Tivoli, M. Tomatis, M. Tonussi, M. Tribuiani, M. Villedieu, M. Vos et M. Weber",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/476,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000476.xml,Non renseigné,"Au 1° du I de l’article L. 131‑9 du code de l’environnement, après le mot : « République, », il est inséré le mot : « prioritairement ».","La police de la chasse constitue une compétence historique, centrale et prioritaire de l’Office français de la biodiversité (OFB), héritée directement de l’ancien Office national de la chasse et de la faune sauvage. Elle s’inscrit au cœur des missions régaliennes de l’État en matière de gestion de la faune sauvage et d’équilibre des territoires ruraux.L’exercice du métier d’agriculteur est durablement affecté par les dégâts causés par le gibier et les animaux sauvages, lesquels constituent une contrainte structurelle reconnue. La régulation de ces espèces, indispensable à la protection des exploitations agricoles, repose sur l’intervention de chasseurs, encadrée par un dispositif de contrôle efficace. Or, il ne peut y avoir de chasse sans une police de la chasse pleinement opérationnelle.Aujourd’hui, une part significative de cette mission est assurée par des acteurs – notamment les fédérations départementales de chasse et les gardes particuliers – qui ne disposent pas de l’ensemble des qualités judiciaires nécessaires à l’exercice complet de la police de la chasse. Cette situation fragilise la sécurité juridique des contrôles et affaiblit l’effectivité de l’action publique.Un rapport sénatorial publié en 2024 a par ailleurs mis en évidence le recul préoccupant de l’implication de l’OFB dans ses missions de police de la chasse, pourtant constitutives de son  identité et de sa légitimité. Ce constat appelle une clarification et une réaffirmation législative du rôle prioritaire de l’OFB dans ce domaine.Le présent amendement s’inscrit dans le prolongement des travaux de la mission parlementaire de la commission du développement durable et de l’aménagement du territoire sur la conciliation des usages de la nature et de la protection de la biodiversité, remise à ladite commission en mars 2025. Il en reprend directement la proposition n°8, qui recommande de déployer davantage le travail de l’Office français de la biodiversité vers des missions de police de la chasse."
762,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/762,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000762.xml,Non renseigné,"Au début de la seconde phrase de l’alinéa 18, supprimer les mots : « . Elle n’est pas exercée à titre professionnel mais ».",Amendement rédactionnel.
CD482,,Non renseigné,Article 14,Première délibération,Warsmann Jean-Luc,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD482,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000482.xml,Non renseigné,"Compléter cet article par deux alinéas ainsi rédigés : « V. – Après le deuxième alinéa du I de l’article L. 332‑3 du code de l’environnement, il est inséré un alinéa ainsi rédigé :« Par dérogation à l’alinéa précédent, l’effarouchement et la destruction du loup (Canis lupus) aux fins exclusives de la défense des troupeaux, sous réserve de satisfaire les conditions mentionnées au I bis de l’article L. 411‑1 du code de l’environnement, ne peuvent faire l’objet d’une interdiction règlementaire. »","Cet amendement vise à étendre les mesures de protection des élevages face au loup dans les réserves naturelles, en raison de nombreux dommages constatés dans ces zones. Il soumet les mesures de gestion du loup en réserve naturelles au strict respect des conditions prévues par l’article 14, afin d’assurer le maintien de l’espèce dans un état de conservation favorable."
